initial_alias,name
ENSMUSG00000056091,St3gal5
ENSMUSG00000020561,Polr1f
ENSMUSG00000019916,P4ha1
ENSMUSG00000020671,Rab10
ENSMUSG00000021010,Npas3
ENSMUSG00000024424,Ttc39c
ENSMUSG00000024425,Ndfip1
ENSMUSG00000070304,Scn2b
ENSMUSG00000026696,Vamp4
ENSMUSG00000029998,Pcyox1
ENSMUSG00000027999,Pla2g12a
ENSMUSG00000033998,Kcnk1
ENSMUSG00000039200,Atf7ip2
ENSMUSG00000074825,Itpripl1
ENSMUSG00000024827,Gldc
ENSMUSG00000025907,Rb1cc1
ENSMUSG00000074916,Chst14
ENSMUSG00000031825,Crispld2
ENSMUSG00000060548,Tnfrsf19
ENSMUSG00000032092,Mpzl2
ENSMUSG00000063015,Ccni
ENSMUSG00000097119,B230354K17Rik
ENSMUSG00000050332,Amer1
ENSMUSG00000028614,Ndc1
ENSMUSG00000074305,Peak1
ENSMUSG00000021484,Lman2
ENSMUSG00000039967,Zfp292
ENSMUSG00000033943,Mga
ENSMUSG00000022464,Slc38a4
ENSMUSG00000027007,Itprid2
ENSMUSG00000000278,Scpep1
ENSMUSG00000001151,Pcnt
ENSMUSG00000044408,Sptssa
ENSMUSG00000079470,Utp14b
ENSMUSG00000026764,Kif5c
ENSMUSG00000086245,Gm16170
ENSMUSG00000031380,Vegfd
ENSMUSG00000032440,Tgfbr2
ENSMUSG00000116958,Gm6705
ENSMUSG00000107945,Rpl7a-ps14
ENSMUSG00000113075,Rpl7a-ps1
ENSMUSG00000055088,Or1n2
ENSMUSG00000110816,Gm19178
ENSMUSG00000035212,Leprot
ENSMUSG00000019852,Arfgef3
ENSMUSG00000049313,Sorl1
ENSMUSG00000024077,Strn
ENSMUSG00000027408,Cpxm1
ENSMUSG00000006423,Steep1
ENSMUSG00000037926,Ssh2
ENSMUSG00000117440,Gm50087
ENSMUSG00000066235,Pomgnt2
ENSMUSG00000036402,Gng12
ENSMUSG00000031075,Ano1
ENSMUSG00000048379,Socs4
ENSMUSG00000068299,Nat8f4
ENSMUSG00000035623,Rsf1
ENSMUSG00000043671,Dpy19l3
ENSMUSG00000097797,Gm26901
ENSMUSG00000021360,Gcnt2
ENSMUSG00000017802,Retreg3
ENSMUSG00000027673,Ndufb5
ENSMUSG00000019873,Reep3
ENSMUSG00000056215,Lrguk
ENSMUSG00000040782,Cop1
ENSMUSG00000061273,Mmgt1
ENSMUSG00000070713,Hmgn2-ps
ENSMUSG00000027253,Lrp4
ENSMUSG00000094483,Purb
ENSMUSG00000098274,Rpl24
ENSMUSG00000028563,Tm2d1
ENSMUSG00000023852,Chd1
ENSMUSG00000070520,Nsmce3
ENSMUSG00000030729,Pgm2l1
ENSMUSG00000059811,Atl2
ENSMUSG00000020961,Ston2
ENSMUSG00000113905,Gm48872
ENSMUSG00000036800,Fam135b
ENSMUSG00000111494,4930431F10Rik
ENSMUSG00000106062,Gm43820
ENSMUSG00000051499,Zfp786
ENSMUSG00000117596,Gm50013
ENSMUSG00000091387,Gcnt4
ENSMUSG00000118729,Snord88c
ENSMUSG00000082302,Gm12385
ENSMUSG00000118504,Gm53012
ENSMUSG00000108766,Gm44760
ENSMUSG00000114246,Gm48603
ENSMUSG00000006711,D130043K22Rik
ENSMUSG00000031026,Trim66
ENSMUSG00000045827,Serpinb9
ENSMUSG00000099591,Gm17969
ENSMUSG00000101586,Gm29017
ENSMUSG00000029370,Rassf6
ENSMUSG00000108389,Gm45206
ENSMUSG00000104963,Gm42974
ENSMUSG00000024990,Rbp4
ENSMUSG00000103728,Gm37099
ENSMUSG00000031221,Igbp1
ENSMUSG00000096216,Gm21959
ENSMUSG00000118294,Gm9028
ENSMUSG00000021760,Gpx8
ENSMUSG00000086134,Gm16159
ENSMUSG00000026452,Syt2
ENSMUSG00000111013,Gm32468
ENSMUSG00000017548,Suz12
ENSMUSG00000025964,Adam23
ENSMUSG00000054414,Slc30a7
ENSMUSG00000037419,Endod1
ENSMUSG00000071533,Pcnp
ENSMUSG00000040761,Spen
ENSMUSG00000078496,Zfp982
ENSMUSG00000069237,Fam8a1
ENSMUSG00000069601,Ank3
ENSMUSG00000063317,Usp31
ENSMUSG00000027198,Ext2
ENSMUSG00000029426,Scarb2
ENSMUSG00000114339,Gm47974
ENSMUSG00000046324,Ermp1
ENSMUSG00000041961,Znrf3
ENSMUSG00000027799,Nbea
ENSMUSG00000030096,Slc6a6
ENSMUSG00000027708,Dcun1d1
ENSMUSG00000025969,Nrp2
ENSMUSG00000085635,Gm14565
ENSMUSG00000050967,Creg2
ENSMUSG00000048078,Tenm4
ENSMUSG00000061136,Prpf40a
ENSMUSG00000026478,Lamc1
ENSMUSG00000033004,Mycbp2
ENSMUSG00000025899,Alkbh8
ENSMUSG00000047757,Fancb
ENSMUSG00000030089,Slc41a3
ENSMUSG00000106631,Gm42669
ENSMUSG00000113427,Gm46378
ENSMUSG00000046367,Mgat4e
ENSMUSG00000048960,Prex2
ENSMUSG00000035476,Tab3
ENSMUSG00000022339,Ebag9
ENSMUSG00000086130,Gm16211
ENSMUSG00000022802,Lmln
ENSMUSG00000019528,Gyg
ENSMUSG00000051224,Tceanc
ENSMUSG00000060180,Myh13
ENSMUSG00000081461,Rpl30-ps11
ENSMUSG00000105960,6330410L21Rik
ENSMUSG00000027677,Ttc14
ENSMUSG00000021803,Cdhr1
ENSMUSG00000031073,Fgf15
ENSMUSG00000044676,Zfp612
ENSMUSG00000028218,Cibar1
ENSMUSG00000098234,Snhg6
ENSMUSG00000037386,Rims2
ENSMUSG00000028657,Ppt1
ENSMUSG00000049929,Lpar4
ENSMUSG00000049881,2810025M15Rik
ENSMUSG00000115801,Gm55330
ENSMUSG00000070639,Lrrc8b
ENSMUSG00000104103,Gm9517
ENSMUSG00000035783,Acta2
ENSMUSG00000069743,Zfp820
ENSMUSG00000078866,Zfp970
ENSMUSG00000087113,Gm11714
ENSMUSG00000040723,Rcsd1
ENSMUSG00000048096,Lmod1
ENSMUSG00000086475,Platr13
ENSMUSG00000049280,Or10ab5
ENSMUSG00000099901,Zbed4-ps2
ENSMUSG00000022019,Tdrd3
ENSMUSG00000026721,Rabgap1l
ENSMUSG00000074088,Snrnp40
ENSMUSG00000021706,Zfyve16
ENSMUSG00000029918,Mrps33
ENSMUSG00000024431,Nr3c1
ENSMUSG00000056763,Cspp1
ENSMUSG00000020444,Guk1
ENSMUSG00000029407,Uso1
ENSMUSG00000024091,Vapa
ENSMUSG00000040563,Plppr2
ENSMUSG00000032803,Cdv3
ENSMUSG00000046323,Dppa3
ENSMUSG00000073131,Vma21
ENSMUSG00000034807,Colgalt1
ENSMUSG00000057069,Ero1b
ENSMUSG00000030352,Tspan9
ENSMUSG00000032410,Xrn1
ENSMUSG00000040387,Klhl32
ENSMUSG00000047238,Mageh1
ENSMUSG00000043333,Rhbdl2
ENSMUSG00000038264,Sema7a
ENSMUSG00000028572,Hook1
ENSMUSG00000026600,Soat1
ENSMUSG00000020522,Mfap3
ENSMUSG00000105031,Gm3511
ENSMUSG00000016206,H2-M3
ENSMUSG00000035376,Hacd2
ENSMUSG00000019989,Enpp3
ENSMUSG00000039116,Adgrg6
ENSMUSG00000107364,Gm43051
ENSMUSG00000022292,Rrm2b
ENSMUSG00000081234,Or12e8
ENSMUSG00000082377,Gm14415
ENSMUSG00000106457,Gm42585
ENSMUSG00000096630,Vmn2r26
ENSMUSG00000082195,Gm13034
ENSMUSG00000109887,Gm28756
ENSMUSG00000079555,Haus3
ENSMUSG00000071847,Apcdd1
ENSMUSG00000041075,Fzd7
ENSMUSG00000022863,Btg3
ENSMUSG00000104315,Gm37906
ENSMUSG00000007379,Dennd2c
ENSMUSG00000055884,Fancm
ENSMUSG00000019969,Psen1
ENSMUSG00000029840,Mtpn
ENSMUSG00000059890,Ube4a
ENSMUSG00000082806,Rpl13-ps1
ENSMUSG00000026781,Acbd5
ENSMUSG00000095315,Gm10130
ENSMUSG00000026950,Neb
ENSMUSG00000031144,Syp
ENSMUSG00000081058,H3c15
ENSMUSG00000115002,Gm10847
ENSMUSG00000078185,Chml
ENSMUSG00000096910,Zfp955b
ENSMUSG00000118665,Lin54
ENSMUSG00000091014,Gm5244
ENSMUSG00000011960,Ccnt1
ENSMUSG00000000724,Cryba1
ENSMUSG00000085936,2610307P16Rik
ENSMUSG00000026018,Ica1l
ENSMUSG00000021108,Prkch
ENSMUSG00000026627,Pacc1
ENSMUSG00000022125,Cln5
ENSMUSG00000028251,Tstd3
ENSMUSG00000031483,Erlin2
ENSMUSG00000043154,Ppp2r3a
ENSMUSG00000026556,Vangl2
ENSMUSG00000078905,Gm14393
ENSMUSG00000087687,Pet100
ENSMUSG00000040699,Limd2
ENSMUSG00000027091,Zc3h15
ENSMUSG00000019699,Akt3
ENSMUSG00000052144,Ppp4r2
ENSMUSG00000084808,9430091E24Rik
ENSMUSG00000022092,Ppp3cc
ENSMUSG00000030536,Iqgap1
ENSMUSG00000047554,Tmem41b
ENSMUSG00000020687,Cdc27
ENSMUSG00000064366,mt-Tl2
ENSMUSG00000030145,Zfp248
ENSMUSG00000015759,Cnih1
ENSMUSG00000028398,Dmac1
ENSMUSG00000001520,Nrip2
ENSMUSG00000041180,Hectd2
ENSMUSG00000104046,Gm37567
ENSMUSG00000014226,Cacybp
ENSMUSG00000021610,Clptm1l
ENSMUSG00000043419,Rnf227
ENSMUSG00000113931,Gm5928
ENSMUSG00000030224,Strap
ENSMUSG00000102252,Snrpn
ENSMUSG00000054469,Lclat1
ENSMUSG00000025940,Tmem70
ENSMUSG00000061859,Patj
ENSMUSG00000042079,Hnrnpf
ENSMUSG00000107178,Gm42531
ENSMUSG00000104377,Gm37515
ENSMUSG00000030660,Pik3c2a
ENSMUSG00000104060,Gm37954
ENSMUSG00000041058,Wwp1
ENSMUSG00000022893,Adamts1
ENSMUSG00000022788,Fgd4
ENSMUSG00000022565,Plec
ENSMUSG00000029761,Cald1
ENSMUSG00000069520,Tmem19
ENSMUSG00000030302,Atp2b2
ENSMUSG00000084345,Rpl17-ps4
ENSMUSG00000020116,Pno1
ENSMUSG00000017057,Il13ra1
ENSMUSG00000032115,Hyou1
ENSMUSG00000029014,Dnajc2
ENSMUSG00000117284,Gm7072
ENSMUSG00000028970,Abcb1b
ENSMUSG00000025420,Katnal2
ENSMUSG00000025912,Mybl1
ENSMUSG00000034317,Trim59
ENSMUSG00000038538,Ubn2
ENSMUSG00000052137,Rbm12b2
ENSMUSG00000038679,Trps1
ENSMUSG00000033799,Tasor2
ENSMUSG00000064823,Snord82
ENSMUSG00000021978,Extl3
ENSMUSG00000006005,Tpr
ENSMUSG00000024978,Gpam
ENSMUSG00000007827,Ankrd26
ENSMUSG00000025724,Sec11a
ENSMUSG00000033096,Apmap
ENSMUSG00000034126,Pomt2
ENSMUSG00000035227,Spcs2
ENSMUSG00000068699,Flnc
ENSMUSG00000057440,Mpp7
ENSMUSG00000004814,Ccl24
ENSMUSG00000105772,Gm42496
ENSMUSG00000105228,Gm43340
ENSMUSG00000003665,Has1
ENSMUSG00000110893,Gm47392
ENSMUSG00000045417,Vmn1r230
ENSMUSG00000104112,Gm37293
ENSMUSG00000086308,G630016G05Rik
ENSMUSG00000106015,Gm42980
ENSMUSG00000105766,Gm19666
ENSMUSG00000086207,Gm14717
ENSMUSG00000097561,4632411P08Rik
ENSMUSG00000104302,Gm36975
ENSMUSG00000097683,Gm26644
ENSMUSG00000112300,Gm47976
ENSMUSG00000060701,Fpr-rs3
ENSMUSG00000112442,Gm47992
ENSMUSG00000105726,Gm42443
ENSMUSG00000029044,4930584F24Rik
ENSMUSG00000036687,Tmem184a
ENSMUSG00000083924,Gm12304
ENSMUSG00000116597,Gm536
ENSMUSG00000097318,1700007L15Rik
ENSMUSG00000040061,Plcb2
ENSMUSG00000005232,G6pc2
ENSMUSG00000087622,Gm12290
ENSMUSG00000026424,Gpr37l1
ENSMUSG00000001815,Evx2
ENSMUSG00000065143,Gm25644
ENSMUSG00000095658,Vmn2r130
ENSMUSG00000052595,A1cf
ENSMUSG00000093445,Lrch4
ENSMUSG00000113248,Gm18338
ENSMUSG00000083733,Gm13035
ENSMUSG00000077564,Gm23202
ENSMUSG00000085439,Rapgef4os1
ENSMUSG00000024125,Sbpl
ENSMUSG00000106733,Gm36186
ENSMUSG00000106703,Vmn2r-ps26
ENSMUSG00000086799,4930502E09Rik
ENSMUSG00000045345,9530056K15Rik
ENSMUSG00000116766,Gm49702
ENSMUSG00000026413,Pkp1
ENSMUSG00000026580,Selp
ENSMUSG00000106116,Gm18830
ENSMUSG00000066684,Pilrb1
ENSMUSG00000111333,Gm48670
ENSMUSG00000081142,Gm15497
ENSMUSG00000077303,Gm22472
ENSMUSG00000113262,Gm48551
ENSMUSG00000093278,Mir5110
ENSMUSG00000024887,Asah2
ENSMUSG00000117025,Gm49950
ENSMUSG00000091060,Myocos
ENSMUSG00000095576,Fmo6
ENSMUSG00000119033,Gm25819
ENSMUSG00000116728,Gm41467
ENSMUSG00000070105,Mir495
ENSMUSG00000065549,Mir200b
ENSMUSG00000112577,Gm47170
ENSMUSG00000117848,Gm35867
ENSMUSG00000112625,Gm2628
ENSMUSG00000025610,Map3k7cl
ENSMUSG00000082532,Rpl31-ps6
ENSMUSG00000109547,Or4k44
ENSMUSG00000075142,Or5d47
ENSMUSG00002075754,Gm54559
ENSMUSG00000085162,Gm12295
ENSMUSG00000092399,4930556N13Rik
ENSMUSG00000052426,Gm9877
ENSMUSG00000106957,Gm43085
ENSMUSG00000090386,Mir99ahg
ENSMUSG00000040310,Alx4
ENSMUSG00000113571,Gm48137
ENSMUSG00000083706,Or10ag56
ENSMUSG00000104545,E030032P16Rik
ENSMUSG00000029321,Slc10a6
ENSMUSG00000087579,Hectd2os
ENSMUSG00000051498,Tlr6
ENSMUSG00000083435,Gm15824
ENSMUSG00000090061,Nwd2
ENSMUSG00000090326,Dthd1
ENSMUSG00000088121,Gm25721
ENSMUSG00000040666,Sh3bgr
ENSMUSG00000088798,Gm22534
ENSMUSG00000083412,Gm12268
ENSMUSG00000087627,A230059L01Rik
ENSMUSG00000091475,Cerox1
ENSMUSG00000102515,Ighv12-2
ENSMUSG00000101973,Gm29516
ENSMUSG00000061295,Or4c126
ENSMUSG00000103684,Gm38180
ENSMUSG00000103737,Gm7142
ENSMUSG00000116909,Gm49559
ENSMUSG00000031209,Heph
ENSMUSG00000083226,Gm7831
ENSMUSG00000085279,Gm15965
ENSMUSG00000054630,Ugt2b5
ENSMUSG00000083234,Gm12262
ENSMUSG00000112141,4930563J15Rik
ENSMUSG00000035861,Tmprss11b
ENSMUSG00000048120,Entpd1
ENSMUSG00000075036,Gm10805
ENSMUSG00000103724,Gm37096
ENSMUSG00000106749,Gm43281
ENSMUSG00000105749,Gm9251
ENSMUSG00000105675,Gm43383
ENSMUSG00000097067,Gm26743
ENSMUSG00000029188,Slc34a2
ENSMUSG00000089830,Gm15749
ENSMUSG00000104291,A130071D04Rik
ENSMUSG00000112824,Gm47917
ENSMUSG00000067285,Gm16223
ENSMUSG00000112659,Gm40646
ENSMUSG00000084992,Gm13842
ENSMUSG00000051022,Hs3st1
ENSMUSG00000112686,Gm7034
ENSMUSG00000089695,Gm15946
ENSMUSG00000113507,Gm48613
ENSMUSG00000059481,Plg
ENSMUSG00000087487,Ppp2r2cos
ENSMUSG00000098206,Mir181a-1hg
ENSMUSG00000039563,2210406O10Rik
ENSMUSG00000111868,Gm47398
ENSMUSG00000055061,4931431C16Rik
ENSMUSG00000063844,Or4f53
ENSMUSG00000105107,Gm43412
ENSMUSG00000117911,Gm35460
ENSMUSG00000110978,Or5aj1-ps1
ENSMUSG00000027157,Potefam1
ENSMUSG00000070345,Hsf5
ENSMUSG00000117133,Gm49806
ENSMUSG00000105954,Gm42793
ENSMUSG00000087422,Gm13564
ENSMUSG00000105096,Gbp10
ENSMUSG00000081135,Gm14800
ENSMUSG00000104929,Gm42766
ENSMUSG00000008090,Fgfrl1
ENSMUSG00000063020,Or5ac15
ENSMUSG00000052613,Pcdh15
ENSMUSG00000106214,Gm43426
ENSMUSG00000114112,Gm48301
ENSMUSG00000105149,Gm42983
ENSMUSG00000043060,Fscb
ENSMUSG00000066800,Rnasel
ENSMUSG00000081363,Gm11500
ENSMUSG00000112427,Gm19168
ENSMUSG00000105071,Gm43336
ENSMUSG00000065320,Gm22056
ENSMUSG00000103324,Gm37402
ENSMUSG00000039358,Drd5
ENSMUSG00000082368,Gm11225
ENSMUSG00000082835,Gm13118
ENSMUSG00000106640,Gm20940
ENSMUSG00000074344,Tmigd3
ENSMUSG00000083484,Gm14574
ENSMUSG00000112859,Gm48522
ENSMUSG00000054383,Pnma1
ENSMUSG00000104766,4930573H18Rik
ENSMUSG00000081904,Gm13419
ENSMUSG00000087223,4930442L01Rik
ENSMUSG00000038403,Hjv
ENSMUSG00000046317,BC107364
ENSMUSG00000085611,Ap3s1-ps1
ENSMUSG00000084686,Gm22027
ENSMUSG00000060630,Zfp735
ENSMUSG00000044719,E230025N22Rik
ENSMUSG00000051599,Pcdhb2
ENSMUSG00000104350,Gm38244
ENSMUSG00000005628,Tmod4
ENSMUSG00000103037,Pcdhgb1
ENSMUSG00000021221,Dpf3
ENSMUSG00000106257,Gm9023
ENSMUSG00000087411,Gm16048
ENSMUSG00000108673,Gm44922
ENSMUSG00000112920,Spata22
ENSMUSG00000118383,Gm50321
ENSMUSG00000105654,Gm29704
ENSMUSG00000117983,Gm50398
ENSMUSG00000084318,Gm11987
ENSMUSG00000033910,Gucy1a1
ENSMUSG00000009551,6330409D20Rik
ENSMUSG00000062778,Chia1
ENSMUSG00000005696,Sh2d1a
ENSMUSG00000028011,Tdo2
ENSMUSG00000042801,Or6c2b
ENSMUSG00000103577,9330162B11Rik
ENSMUSG00000047344,Lancl3
ENSMUSG00000104853,Olfr375-ps1
ENSMUSG00000060257,Scrt2
ENSMUSG00000105011,Gm43210
ENSMUSG00000089789,Rdh1
ENSMUSG00000042662,Dusp15
ENSMUSG00000079045,Prox1os
ENSMUSG00000067577,A430093F15Rik
ENSMUSG00000098515,Gm27195
ENSMUSG00000106119,Gm43656
ENSMUSG00000074237,Gm10650
ENSMUSG00000035179,Ppp1r32
ENSMUSG00000106059,Gm9364
ENSMUSG00000076216,Mir695
ENSMUSG00000106099,Gm42664
ENSMUSG00000106542,Gm43410
ENSMUSG00000049573,Or6c68
ENSMUSG00000086095,Gm15328
ENSMUSG00000113376,Gm48572
ENSMUSG00000095002,Or6c66
ENSMUSG00000112626,Gm18027
ENSMUSG00000096858,Or6c212
ENSMUSG00000027965,Olfm3
ENSMUSG00000021099,Six6
ENSMUSG00000080714,Gm14602
ENSMUSG00000102915,Gm32460
ENSMUSG00000056411,Gm12500
ENSMUSG00000046974,BC053393
ENSMUSG00000026805,Barhl1
ENSMUSG00000105681,Gm43428
ENSMUSG00000102274,Gm4855
ENSMUSG00000101872,Gm29237
ENSMUSG00000102553,D930036K23Rik
ENSMUSG00000119124,Gm54851
ENSMUSG00000082078,Gm12098
ENSMUSG00000027661,Slc2a10
ENSMUSG00000085702,Mecomos
ENSMUSG00000073063,Hbq1b
ENSMUSG00000073052,D130052B06Rik
ENSMUSG00000097712,Gm10532
ENSMUSG00000017897,Eya2
ENSMUSG00000081758,Gm11460
ENSMUSG00000020798,Spns3
ENSMUSG00000085046,Gm11467
ENSMUSG00000118301,Gm20593
ENSMUSG00000105662,Gm6639
ENSMUSG00000026679,Enkur
ENSMUSG00000114891,Gm47272
ENSMUSG00000083057,Gm13356
ENSMUSG00000083436,Gm11471
ENSMUSG00000117842,Gm41793
ENSMUSG00000103461,Gm37616
ENSMUSG00000118339,4930592I03Rik
ENSMUSG00000114047,Gm7557
ENSMUSG00000098824,Mir7006
ENSMUSG00000087172,Gm12153
ENSMUSG00000102951,Gm37216
ENSMUSG00000098051,Gm27032
ENSMUSG00000082519,Vamp7-ps
ENSMUSG00000083030,Gm14561
ENSMUSG00000026938,Fcna
ENSMUSG00000098204,Gm26984
ENSMUSG00000076948,Mir467e
ENSMUSG00000034009,Rxfp1
ENSMUSG00002075446,Gm56372
ENSMUSG00000024972,Lgals12
ENSMUSG00000053353,2310001K24Rik
ENSMUSG00000103849,Gm37806
ENSMUSG00000104227,Gm37050
ENSMUSG00000102525,Gm37784
ENSMUSG00000100134,1700065O20Rik
ENSMUSG00000024534,Sncaip
ENSMUSG00000005917,Otx1
ENSMUSG00000092702,Gm24514
ENSMUSG00000093416,Gm18294
ENSMUSG00000103322,Gm37404
ENSMUSG00000084063,Gm5934
ENSMUSG00000117868,Gm50165
ENSMUSG00000056947,Mab21l1
ENSMUSG00000081811,Gm12713
ENSMUSG00000104055,Gm38132
ENSMUSG00000087440,4930577N17Rik
ENSMUSG00000103464,Gm38246
ENSMUSG00000102892,Gm37854
ENSMUSG00000084221,Hmgb1-ps4
ENSMUSG00000104437,Gm37424
ENSMUSG00000052188,Gm14964
ENSMUSG00000064927,Gm22043
ENSMUSG00000117918,Gm50157
ENSMUSG00000117843,Gm50159
ENSMUSG00000117737,Gm22219
ENSMUSG00000061525,4921509C19Rik
ENSMUSG00000106596,Gm42822
ENSMUSG00000078508,Pramel30
ENSMUSG00000085999,Gm13411
ENSMUSG00000021263,Degs2
ENSMUSG00000092524,Or14q1-ps1
ENSMUSG00000094884,Or12d15
ENSMUSG00000082101,Slfn14
ENSMUSG00000037028,Pramel18
ENSMUSG00000046133,C130073F10Rik
ENSMUSG00000083485,Gm12308
ENSMUSG00000083671,Gm14304
ENSMUSG00000052520,Cyp2j5
ENSMUSG00000049799,Lrrc19
ENSMUSG00000083958,Gm12601
ENSMUSG00000087107,AI662270
ENSMUSG00000081048,Gm11760
ENSMUSG00000114149,Gm47646
ENSMUSG00000090556,Or2h2b-ps1
ENSMUSG00000101517,4732465J04Rik
ENSMUSG00000107955,Gm44027
ENSMUSG00000085404,Gm12909
ENSMUSG00000049427,Gm9837
ENSMUSG00000112234,Gm48427
ENSMUSG00000117048,Gm41584
ENSMUSG00000097443,Gm17529
ENSMUSG00000104351,Gm37125
ENSMUSG00000046643,Or10j3
ENSMUSG00000112874,Gm34297
ENSMUSG00000055108,Phxr2
ENSMUSG00000061947,Serpina10
ENSMUSG00000073386,9830107B12Rik
ENSMUSG00000092270,Gm7031
ENSMUSG00000056600,Or2h2
ENSMUSG00000085504,Gm14055
ENSMUSG00000117772,Gm50333
ENSMUSG00000112183,Gm48306
ENSMUSG00000104427,Gm38368
ENSMUSG00000005763,Cd247
ENSMUSG00000062252,Lhfpl5
ENSMUSG00000118841,Rn7s2
ENSMUSG00000102890,Gm7626
ENSMUSG00000043924,Ncmap
ENSMUSG00000087416,Gm15906
ENSMUSG00000020062,Slc5a8
ENSMUSG00000111604,Gm18043
ENSMUSG00000117786,Gm10503
ENSMUSG00000081471,Gm14735
ENSMUSG00000097689,4930471D02Rik
ENSMUSG00000079547,H2-DMb1
ENSMUSG00000118825,Gm24967
ENSMUSG00000117862,Gm35781
ENSMUSG00000112477,Gm48657
ENSMUSG00000082270,Gm14375
ENSMUSG00000066058,Cldn19
ENSMUSG00000110947,Or10ak11
ENSMUSG00000031343,Gabra3
ENSMUSG00000091705,H2-Q2
ENSMUSG00000047671,Dynlt4
ENSMUSG00000065542,Mir224
ENSMUSG00000061298,Agbl4
ENSMUSG00000027208,Fgf7
ENSMUSG00000058620,Adra2b
ENSMUSG00000059027,9630013D21Rik
ENSMUSG00000088954,Gm24943
ENSMUSG00000019890,Nts
ENSMUSG00000105545,4930599N24Rik
ENSMUSG00000046805,Mpeg1
ENSMUSG00000117102,Gm55377
ENSMUSG00000028226,Mmp16
ENSMUSG00000074734,Taf7l2
ENSMUSG00000037025,Foxa2
ENSMUSG00000086455,Gm11815
ENSMUSG00000082395,Gm15480
ENSMUSG00000117525,Gm50034
ENSMUSG00000107215,Gm43197
ENSMUSG00000082151,Gm11810
ENSMUSG00000084044,Gm14647
ENSMUSG00000036368,Rmdn2
ENSMUSG00000087099,Gm11782
ENSMUSG00000102194,Gm38169
ENSMUSG00000100154,Gm29052
ENSMUSG00000073991,Cnbd1
ENSMUSG00000036557,Stpg4
ENSMUSG00000112287,Gm47024
ENSMUSG00000086708,Gm15577
ENSMUSG00000103156,Gm38293
ENSMUSG00000102238,Gm37890
ENSMUSG00000103979,Gm20305
ENSMUSG00000039058,Ak5
ENSMUSG00000021086,Ccdc175
ENSMUSG00000103349,Gm36888
ENSMUSG00000112343,Sfta3-ps
ENSMUSG00000112431,Gm10741
ENSMUSG00000046275,Trarg1
ENSMUSG00000105923,A830019L24Rik
ENSMUSG00000113679,Gm10432
ENSMUSG00000098193,Gm26963
ENSMUSG00000020702,Ccl1
ENSMUSG00000082508,Rpl15-ps4
ENSMUSG00000085305,Gm12410
ENSMUSG00000089371,Mir1938
ENSMUSG00000083110,Gm14073
ENSMUSG00000023945,Slc5a7
ENSMUSG00000014030,Pax5
ENSMUSG00000059912,Rpl21-ps6
ENSMUSG00000031182,4930447F04Rik
ENSMUSG00000085755,Gm13496
ENSMUSG00000111611,Or13c7c
ENSMUSG00000053825,Ppfia2
ENSMUSG00002074925,Gm56261
ENSMUSG00000047207,Or10q12
ENSMUSG00000050069,Grem2
ENSMUSG00000085851,4921518K17Rik
ENSMUSG00000084078,Or1v1-ps1
ENSMUSG00000045036,Tmem232
ENSMUSG00000104157,Gm38101
ENSMUSG00000113159,Gm48771
ENSMUSG00000117321,Gm49927
ENSMUSG00000085127,4930444E06Rik
ENSMUSG00000117174,Gm49939
ENSMUSG00000083674,Zfp133-ps
ENSMUSG00000081206,Gm11935
ENSMUSG00000087082,Gm15423
ENSMUSG00000113195,Gm48586
ENSMUSG00000117199,Gm4566
ENSMUSG00000103163,Gm38146
ENSMUSG00000103633,Gm38328
ENSMUSG00000022510,Trp63
ENSMUSG00000113717,Gm40658
ENSMUSG00000107243,Gm43631
ENSMUSG00000087204,1700073E17Rik
ENSMUSG00000065648,Gm25895
ENSMUSG00000083978,Gm5060
ENSMUSG00000091652,Vmn1r57
ENSMUSG00000111844,Gm47097
ENSMUSG00000005540,Fcer2a
ENSMUSG00000108758,Gm44921
ENSMUSG00000095874,Gm9630
ENSMUSG00000064818,Gm22359
ENSMUSG00002076679,Gm54580
ENSMUSG00000107815,Gm44257
ENSMUSG00000098150,4921515E04Rik
ENSMUSG00000107956,Speer9-ps1
ENSMUSG00000072100,Cldn34b1
ENSMUSG00000114532,2610318M16Rik
ENSMUSG00000099787,Vmn1r192
ENSMUSG00002076455,Gm54446
ENSMUSG00000103192,Gm37645
ENSMUSG00000115729,Gm5468
ENSMUSG00000035594,Chrna5
ENSMUSG00000054976,Nyap2
ENSMUSG00000084835,Gm12352
ENSMUSG00000114850,Gm8438
ENSMUSG00000115131,Gm49268
ENSMUSG00000119706,n-R5s210
ENSMUSG00000083677,Gm11699
ENSMUSG00000086828,Gm15579
ENSMUSG00000094002,Gm9866
ENSMUSG00000065513,Mir26a-1
ENSMUSG00000006538,Ihh
ENSMUSG00000011350,Gm5893
ENSMUSG00000097425,Vmn1r181
ENSMUSG00000119136,n-R5s152
ENSMUSG00000086752,Gm11674
ENSMUSG00000089759,3632454L22Rik
ENSMUSG00000089964,Gm16582
ENSMUSG00000109703,Gm45299
ENSMUSG00000086844,B230206H07Rik
ENSMUSG00000110400,Gm45416
ENSMUSG00000095956,1700036A12Rik
ENSMUSG00000092536,Gm20501
ENSMUSG00000006777,Krt23
ENSMUSG00000115791,Vmn1r217
ENSMUSG00000100583,Gm29443
ENSMUSG00000111398,D330037F02Rik
ENSMUSG00000098278,Ranbp2-ps8
ENSMUSG00000063142,Kcnma1
ENSMUSG00000087469,Gm16142
ENSMUSG00000093534,Vmn1r-ps51
