"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","membrane lipid metabolic process","GO:0006643","0.000002137682607392247","5.670056776251038","196","5211","74","27205","ENSMUSG00000049307,ENSMUSG00000034780,ENSMUSG00000033579,ENSMUSG00000022425,ENSMUSG00000025425,ENSMUSG00000009905,ENSMUSG00000028381,ENSMUSG00000022747,ENSMUSG00000032262,ENSMUSG00000030760,ENSMUSG00000021036,ENSMUSG00000019877,ENSMUSG00000019872,ENSMUSG00000026097,ENSMUSG00000021468,ENSMUSG00000003418,ENSMUSG00000032854,ENSMUSG00000021696,ENSMUSG00000024087,ENSMUSG00000040710,ENSMUSG00000017707,ENSMUSG00000021770,ENSMUSG00000030510,ENSMUSG00000031591,ENSMUSG00000022793,ENSMUSG00000005672,ENSMUSG00000028497,ENSMUSG00000021669,ENSMUSG00000041828,ENSMUSG00000074604,ENSMUSG00000025321,ENSMUSG00000020097,ENSMUSG00000055373,ENSMUSG00000038633,ENSMUSG00000033629,ENSMUSG00000025544,ENSMUSG00000073678,ENSMUSG00000029263,ENSMUSG00000025091,ENSMUSG00000039047,ENSMUSG00000056124,ENSMUSG00000028195,ENSMUSG00000041220,ENSMUSG00000021054,ENSMUSG00000050931,ENSMUSG00000024664,ENSMUSG00000029468,ENSMUSG00000021703,ENSMUSG00000021120,ENSMUSG00000027035,ENSMUSG00000020128,ENSMUSG00000021003,ENSMUSG00000022686,ENSMUSG00000063889,ENSMUSG00000021629,ENSMUSG00000030283,ENSMUSG00000062526,ENSMUSG00000045625,ENSMUSG00000044408,ENSMUSG00000024091,ENSMUSG00000035376,ENSMUSG00000024887,ENSMUSG00000021263,ENSMUSG00000026698,ENSMUSG00000032349,ENSMUSG00000000594,ENSMUSG00000047658,ENSMUSG00000029413,ENSMUSG00000038150,ENSMUSG00000013846,ENSMUSG00000026317,ENSMUSG00000020620,ENSMUSG00000004207,ENSMUSG00000031381"
"GO:BP","sphingolipid metabolic process","GO:0006665","0.000002416084316666981","5.616887913749482","147","5207","60","27205","ENSMUSG00000049307,ENSMUSG00000034780,ENSMUSG00000033579,ENSMUSG00000022425,ENSMUSG00000025425,ENSMUSG00000009905,ENSMUSG00000028381,ENSMUSG00000032262,ENSMUSG00000030760,ENSMUSG00000021036,ENSMUSG00000019877,ENSMUSG00000019872,ENSMUSG00000026097,ENSMUSG00000021468,ENSMUSG00000003418,ENSMUSG00000032854,ENSMUSG00000021696,ENSMUSG00000040710,ENSMUSG00000017707,ENSMUSG00000021770,ENSMUSG00000030510,ENSMUSG00000031591,ENSMUSG00000022793,ENSMUSG00000005672,ENSMUSG00000028497,ENSMUSG00000021669,ENSMUSG00000041828,ENSMUSG00000025321,ENSMUSG00000020097,ENSMUSG00000055373,ENSMUSG00000038633,ENSMUSG00000033629,ENSMUSG00000025544,ENSMUSG00000056124,ENSMUSG00000028195,ENSMUSG00000041220,ENSMUSG00000021054,ENSMUSG00000050931,ENSMUSG00000024664,ENSMUSG00000029468,ENSMUSG00000021703,ENSMUSG00000027035,ENSMUSG00000020128,ENSMUSG00000021003,ENSMUSG00000022686,ENSMUSG00000063889,ENSMUSG00000030283,ENSMUSG00000044408,ENSMUSG00000024091,ENSMUSG00000035376,ENSMUSG00000024887,ENSMUSG00000021263,ENSMUSG00000032349,ENSMUSG00000000594,ENSMUSG00000029413,ENSMUSG00000038150,ENSMUSG00000013846,ENSMUSG00000026317,ENSMUSG00000020620,ENSMUSG00000004207"
"GO:BP","protein glycosylation","GO:0006486","0.000002974266370448445","5.526620139366336","226","5323","83","27205","ENSMUSG00000049307,ENSMUSG00000042104,ENSMUSG00000034780,ENSMUSG00000025425,ENSMUSG00000038843,ENSMUSG00000043019,ENSMUSG00000036676,ENSMUSG00000022747,ENSMUSG00000034487,ENSMUSG00000022885,ENSMUSG00000021065,ENSMUSG00000026994,ENSMUSG00000051950,ENSMUSG00000036632,ENSMUSG00000021188,ENSMUSG00000021130,ENSMUSG00000003418,ENSMUSG00000045205,ENSMUSG00000032437,ENSMUSG00000040710,ENSMUSG00000035778,ENSMUSG00000036155,ENSMUSG00000043067,ENSMUSG00000032116,ENSMUSG00000000420,ENSMUSG00000022793,ENSMUSG00000075470,ENSMUSG00000036197,ENSMUSG00000031608,ENSMUSG00000008763,ENSMUSG00000055373,ENSMUSG00000019888,ENSMUSG00000024413,ENSMUSG00000029234,ENSMUSG00000021236,ENSMUSG00000056124,ENSMUSG00000026110,ENSMUSG00000043153,ENSMUSG00000067851,ENSMUSG00000047146,ENSMUSG00000042460,ENSMUSG00000037251,ENSMUSG00000063362,ENSMUSG00000037280,ENSMUSG00000003746,ENSMUSG00000031232,ENSMUSG00000037470,ENSMUSG00000024085,ENSMUSG00000023068,ENSMUSG00000039774,ENSMUSG00000028414,ENSMUSG00000022686,ENSMUSG00000061731,ENSMUSG00000032226,ENSMUSG00000041084,ENSMUSG00000030283,ENSMUSG00000028413,ENSMUSG00000118664,ENSMUSG00000056091,ENSMUSG00000066235,ENSMUSG00000043671,ENSMUSG00000021360,ENSMUSG00000091387,ENSMUSG00000027198,ENSMUSG00000046367,ENSMUSG00000019969,ENSMUSG00000021978,ENSMUSG00000034126,ENSMUSG00000035245,ENSMUSG00000043300,ENSMUSG00000034620,ENSMUSG00000029233,ENSMUSG00000030062,ENSMUSG00000027963,ENSMUSG00000035845,ENSMUSG00000042797,ENSMUSG00000030306,ENSMUSG00000013846,ENSMUSG00000047434,ENSMUSG00000048970,ENSMUSG00000032123,ENSMUSG00000039357,ENSMUSG00000041594"
"GO:BP","macromolecule glycosylation","GO:0043413","0.000002974266370448445","5.526620139366336","226","5323","83","27205","ENSMUSG00000049307,ENSMUSG00000042104,ENSMUSG00000034780,ENSMUSG00000025425,ENSMUSG00000038843,ENSMUSG00000043019,ENSMUSG00000036676,ENSMUSG00000022747,ENSMUSG00000034487,ENSMUSG00000022885,ENSMUSG00000021065,ENSMUSG00000026994,ENSMUSG00000051950,ENSMUSG00000036632,ENSMUSG00000021188,ENSMUSG00000021130,ENSMUSG00000003418,ENSMUSG00000045205,ENSMUSG00000032437,ENSMUSG00000040710,ENSMUSG00000035778,ENSMUSG00000036155,ENSMUSG00000043067,ENSMUSG00000032116,ENSMUSG00000000420,ENSMUSG00000022793,ENSMUSG00000075470,ENSMUSG00000036197,ENSMUSG00000031608,ENSMUSG00000008763,ENSMUSG00000055373,ENSMUSG00000019888,ENSMUSG00000024413,ENSMUSG00000029234,ENSMUSG00000021236,ENSMUSG00000056124,ENSMUSG00000026110,ENSMUSG00000043153,ENSMUSG00000067851,ENSMUSG00000047146,ENSMUSG00000042460,ENSMUSG00000037251,ENSMUSG00000063362,ENSMUSG00000037280,ENSMUSG00000003746,ENSMUSG00000031232,ENSMUSG00000037470,ENSMUSG00000024085,ENSMUSG00000023068,ENSMUSG00000039774,ENSMUSG00000028414,ENSMUSG00000022686,ENSMUSG00000061731,ENSMUSG00000032226,ENSMUSG00000041084,ENSMUSG00000030283,ENSMUSG00000028413,ENSMUSG00000118664,ENSMUSG00000056091,ENSMUSG00000066235,ENSMUSG00000043671,ENSMUSG00000021360,ENSMUSG00000091387,ENSMUSG00000027198,ENSMUSG00000046367,ENSMUSG00000019969,ENSMUSG00000021978,ENSMUSG00000034126,ENSMUSG00000035245,ENSMUSG00000043300,ENSMUSG00000034620,ENSMUSG00000029233,ENSMUSG00000030062,ENSMUSG00000027963,ENSMUSG00000035845,ENSMUSG00000042797,ENSMUSG00000030306,ENSMUSG00000013846,ENSMUSG00000047434,ENSMUSG00000048970,ENSMUSG00000032123,ENSMUSG00000039357,ENSMUSG00000041594"
"GO:BP","glycosylation","GO:0070085","0.00006449182113306338","4.190495359194257","247","5323","85","27205","ENSMUSG00000049307,ENSMUSG00000042104,ENSMUSG00000034780,ENSMUSG00000025425,ENSMUSG00000038843,ENSMUSG00000043019,ENSMUSG00000036676,ENSMUSG00000022747,ENSMUSG00000034487,ENSMUSG00000022885,ENSMUSG00000021065,ENSMUSG00000026994,ENSMUSG00000051950,ENSMUSG00000036632,ENSMUSG00000021188,ENSMUSG00000021130,ENSMUSG00000003418,ENSMUSG00000045205,ENSMUSG00000032437,ENSMUSG00000040710,ENSMUSG00000035778,ENSMUSG00000036155,ENSMUSG00000043067,ENSMUSG00000032116,ENSMUSG00000000420,ENSMUSG00000022793,ENSMUSG00000075470,ENSMUSG00000036197,ENSMUSG00000031608,ENSMUSG00000008763,ENSMUSG00000055373,ENSMUSG00000019888,ENSMUSG00000024413,ENSMUSG00000029234,ENSMUSG00000021236,ENSMUSG00000056124,ENSMUSG00000026110,ENSMUSG00000043153,ENSMUSG00000067851,ENSMUSG00000047146,ENSMUSG00000042460,ENSMUSG00000037251,ENSMUSG00000063362,ENSMUSG00000037280,ENSMUSG00000003746,ENSMUSG00000031232,ENSMUSG00000037470,ENSMUSG00000024085,ENSMUSG00000023068,ENSMUSG00000039774,ENSMUSG00000028414,ENSMUSG00000022686,ENSMUSG00000061731,ENSMUSG00000032226,ENSMUSG00000041084,ENSMUSG00000030283,ENSMUSG00000028413,ENSMUSG00000118664,ENSMUSG00000045625,ENSMUSG00000056091,ENSMUSG00000066235,ENSMUSG00000043671,ENSMUSG00000021360,ENSMUSG00000091387,ENSMUSG00000027198,ENSMUSG00000046367,ENSMUSG00000019969,ENSMUSG00000022125,ENSMUSG00000021978,ENSMUSG00000034126,ENSMUSG00000035245,ENSMUSG00000043300,ENSMUSG00000034620,ENSMUSG00000029233,ENSMUSG00000030062,ENSMUSG00000027963,ENSMUSG00000035845,ENSMUSG00000042797,ENSMUSG00000030306,ENSMUSG00000013846,ENSMUSG00000047434,ENSMUSG00000048970,ENSMUSG00000032123,ENSMUSG00000039357,ENSMUSG00000041594"
"GO:BP","sphingolipid biosynthetic process","GO:0030148","0.00018504832523411928","3.7327148411004654","97","4489","38","27205","ENSMUSG00000049307,ENSMUSG00000034780,ENSMUSG00000033579,ENSMUSG00000025425,ENSMUSG00000009905,ENSMUSG00000028381,ENSMUSG00000032262,ENSMUSG00000030760,ENSMUSG00000021036,ENSMUSG00000026097,ENSMUSG00000021468,ENSMUSG00000003418,ENSMUSG00000032854,ENSMUSG00000021696,ENSMUSG00000040710,ENSMUSG00000021770,ENSMUSG00000030510,ENSMUSG00000031591,ENSMUSG00000022793,ENSMUSG00000028497,ENSMUSG00000041828,ENSMUSG00000055373,ENSMUSG00000038633,ENSMUSG00000033629,ENSMUSG00000025544,ENSMUSG00000056124,ENSMUSG00000028195,ENSMUSG00000041220,ENSMUSG00000050931,ENSMUSG00000029468,ENSMUSG00000027035,ENSMUSG00000022686,ENSMUSG00000044408,ENSMUSG00000024091,ENSMUSG00000035376,ENSMUSG00000024887,ENSMUSG00000021263,ENSMUSG00000032349"
"GO:BP","protein-containing complex assembly","GO:0065003","0.0011204440517698735","2.950609824639187","2710","31","14","27205","ENSMUSG00000118876,ENSMUSG00000069266,ENSMUSG00000080538,ENSMUSG00000058773,ENSMUSG00000049539,ENSMUSG00000050799,ENSMUSG00000075031,ENSMUSG00000056895,ENSMUSG00000052565,ENSMUSG00000060678,ENSMUSG00000064923,ENSMUSG00000065176,ENSMUSG00000069274,ENSMUSG00000064288"
"GO:BP","membrane lipid biosynthetic process","GO:0046467","0.001766867797444266","2.7527959445443813","138","5211","51","27205","ENSMUSG00000049307,ENSMUSG00000034780,ENSMUSG00000033579,ENSMUSG00000025425,ENSMUSG00000009905,ENSMUSG00000028381,ENSMUSG00000032262,ENSMUSG00000030760,ENSMUSG00000021036,ENSMUSG00000026097,ENSMUSG00000021468,ENSMUSG00000003418,ENSMUSG00000032854,ENSMUSG00000021696,ENSMUSG00000040710,ENSMUSG00000021770,ENSMUSG00000030510,ENSMUSG00000031591,ENSMUSG00000022793,ENSMUSG00000028497,ENSMUSG00000041828,ENSMUSG00000055373,ENSMUSG00000038633,ENSMUSG00000033629,ENSMUSG00000025544,ENSMUSG00000073678,ENSMUSG00000029263,ENSMUSG00000039047,ENSMUSG00000056124,ENSMUSG00000028195,ENSMUSG00000041220,ENSMUSG00000050931,ENSMUSG00000029468,ENSMUSG00000021120,ENSMUSG00000027035,ENSMUSG00000022686,ENSMUSG00000021629,ENSMUSG00000062526,ENSMUSG00000045625,ENSMUSG00000044408,ENSMUSG00000024091,ENSMUSG00000035376,ENSMUSG00000024887,ENSMUSG00000021263,ENSMUSG00000026698,ENSMUSG00000032349,ENSMUSG00000047658,ENSMUSG00000038150,ENSMUSG00000013846,ENSMUSG00000020620,ENSMUSG00000031381"
"GO:BP","import into cell","GO:0098657","0.0019745402429365328","2.7045340105183873","255","5367","83","27205","ENSMUSG00000022229,ENSMUSG00000025094,ENSMUSG00000026726,ENSMUSG00000038530,ENSMUSG00000024673,ENSMUSG00000049115,ENSMUSG00000031342,ENSMUSG00000044667,ENSMUSG00000037996,ENSMUSG00000037434,ENSMUSG00000026824,ENSMUSG00000032883,ENSMUSG00000040152,ENSMUSG00000031129,ENSMUSG00000051497,ENSMUSG00000079055,ENSMUSG00000024597,ENSMUSG00000054640,ENSMUSG00000060681,ENSMUSG00000030376,ENSMUSG00000025809,ENSMUSG00000044708,ENSMUSG00000025986,ENSMUSG00000031596,ENSMUSG00000045730,ENSMUSG00000041313,ENSMUSG00000031170,ENSMUSG00000000216,ENSMUSG00000019828,ENSMUSG00000011034,ENSMUSG00000026114,ENSMUSG00000035199,ENSMUSG00000019935,ENSMUSG00000030654,ENSMUSG00000027130,ENSMUSG00000043029,ENSMUSG00000024935,ENSMUSG00000006611,ENSMUSG00000022462,ENSMUSG00000033953,ENSMUSG00000024981,ENSMUSG00000051331,ENSMUSG00000058743,ENSMUSG00000007476,ENSMUSG00000012428,ENSMUSG00000029716,ENSMUSG00000022180,ENSMUSG00000027070,ENSMUSG00000100241,ENSMUSG00000054720,ENSMUSG00000023169,ENSMUSG00000024270,ENSMUSG00000027359,ENSMUSG00000020838,ENSMUSG00000040896,ENSMUSG00000026576,ENSMUSG00000032412,ENSMUSG00000021629,ENSMUSG00000020142,ENSMUSG00000054753,ENSMUSG00000035873,ENSMUSG00000022464,ENSMUSG00000024990,ENSMUSG00000030096,ENSMUSG00000019969,ENSMUSG00000022092,ENSMUSG00000027661,ENSMUSG00000023088,ENSMUSG00000015653,ENSMUSG00000033161,ENSMUSG00000023030,ENSMUSG00000066150,ENSMUSG00000037455,ENSMUSG00000010095,ENSMUSG00000026317,ENSMUSG00000005950,ENSMUSG00000038178,ENSMUSG00000015968,ENSMUSG00000019843,ENSMUSG00000017756,ENSMUSG00000030108,ENSMUSG00000020516,ENSMUSG00000007021"
"GO:BP","protein-containing complex organization","GO:0043933","0.0024621045868696537","2.60869350277122","2890","31","14","27205","ENSMUSG00000118876,ENSMUSG00000069266,ENSMUSG00000080538,ENSMUSG00000058773,ENSMUSG00000049539,ENSMUSG00000050799,ENSMUSG00000075031,ENSMUSG00000056895,ENSMUSG00000052565,ENSMUSG00000060678,ENSMUSG00000064923,ENSMUSG00000065176,ENSMUSG00000069274,ENSMUSG00000064288"
"GO:BP","import across plasma membrane","GO:0098739","0.002862507632955121","2.5432533465923632","205","5310","69","27205","ENSMUSG00000022229,ENSMUSG00000038530,ENSMUSG00000024673,ENSMUSG00000049115,ENSMUSG00000037996,ENSMUSG00000037434,ENSMUSG00000026824,ENSMUSG00000040152,ENSMUSG00000031129,ENSMUSG00000051497,ENSMUSG00000079055,ENSMUSG00000024597,ENSMUSG00000054640,ENSMUSG00000060681,ENSMUSG00000030376,ENSMUSG00000025809,ENSMUSG00000044708,ENSMUSG00000025986,ENSMUSG00000031596,ENSMUSG00000045730,ENSMUSG00000041313,ENSMUSG00000031170,ENSMUSG00000000216,ENSMUSG00000019828,ENSMUSG00000011034,ENSMUSG00000026114,ENSMUSG00000035199,ENSMUSG00000019935,ENSMUSG00000030654,ENSMUSG00000027130,ENSMUSG00000043029,ENSMUSG00000024935,ENSMUSG00000006611,ENSMUSG00000022462,ENSMUSG00000033953,ENSMUSG00000024981,ENSMUSG00000051331,ENSMUSG00000058743,ENSMUSG00000007476,ENSMUSG00000022180,ENSMUSG00000027070,ENSMUSG00000054720,ENSMUSG00000023169,ENSMUSG00000024270,ENSMUSG00000040896,ENSMUSG00000026576,ENSMUSG00000032412,ENSMUSG00000021629,ENSMUSG00000020142,ENSMUSG00000054753,ENSMUSG00000035873,ENSMUSG00000022464,ENSMUSG00000030096,ENSMUSG00000019969,ENSMUSG00000022092,ENSMUSG00000027661,ENSMUSG00000023088,ENSMUSG00000015653,ENSMUSG00000033161,ENSMUSG00000023030,ENSMUSG00000066150,ENSMUSG00000010095,ENSMUSG00000026317,ENSMUSG00000005950,ENSMUSG00000038178,ENSMUSG00000015968,ENSMUSG00000019843,ENSMUSG00000017756,ENSMUSG00000030108"
"GO:BP","N-glycan processing","GO:0006491","0.003263852427287103","2.486269485783299","17","4581","12","27205","ENSMUSG00000025425,ENSMUSG00000021065,ENSMUSG00000003418,ENSMUSG00000040710,ENSMUSG00000008763,ENSMUSG00000026110,ENSMUSG00000003746,ENSMUSG00000024085,ENSMUSG00000071650,ENSMUSG00000030283,ENSMUSG00000035311,ENSMUSG00000003402"
"GO:BP","protein localization to organelle","GO:0033365","0.005215859255877703","2.282674136068382","978","98","15","27205","ENSMUSG00000069266,ENSMUSG00000058773,ENSMUSG00000060678,ENSMUSG00000069274,ENSMUSG00000064288,ENSMUSG00000071516,ENSMUSG00000069300,ENSMUSG00000067455,ENSMUSG00000091405,ENSMUSG00000069307,ENSMUSG00000069309,ENSMUSG00000069270,ENSMUSG00000061615,ENSMUSG00000069305,ENSMUSG00000060093"
"GO:BP","bleb assembly","GO:0032060","0.008529448546688943","2.0690790463086564","12","5313","10","27205","ENSMUSG00000036832,ENSMUSG00000038668,ENSMUSG00000022836,ENSMUSG00000030208,ENSMUSG00000029468,ENSMUSG00000024290,ENSMUSG00000018217,ENSMUSG00000064210,ENSMUSG00000040212,ENSMUSG00000036777"
"GO:BP","spliceosomal complex assembly","GO:0000245","0.010362169696769941","1.9845492997378267","311","58","7","27205","ENSMUSG00000118876,ENSMUSG00000080538,ENSMUSG00000064923,ENSMUSG00000065176,ENSMUSG00000119895,ENSMUSG00000118790,ENSMUSG00000119427"
"GO:BP","chromosome condensation","GO:0030261","0.015170224591664169","1.8190079895363804","43","23","3","27205","ENSMUSG00000058773,ENSMUSG00000049539,ENSMUSG00000052565"
"GO:BP","negative regulation of DNA recombination","GO:0045910","0.016271266317267753","1.78857864662055","44","23","3","27205","ENSMUSG00000058773,ENSMUSG00000049539,ENSMUSG00000052565"
"GO:BP","cellular component assembly","GO:0022607","0.026567176422813248","1.5756546002435878","4067","31","15","27205","ENSMUSG00000118876,ENSMUSG00000069266,ENSMUSG00000024388,ENSMUSG00000080538,ENSMUSG00000058773,ENSMUSG00000049539,ENSMUSG00000050799,ENSMUSG00000075031,ENSMUSG00000056895,ENSMUSG00000052565,ENSMUSG00000060678,ENSMUSG00000064923,ENSMUSG00000065176,ENSMUSG00000069274,ENSMUSG00000064288"
"GO:BP","glycosphingolipid biosynthetic process","GO:0006688","0.03719337669593032","1.4295343913146359","29","2843","12","27205","ENSMUSG00000049307,ENSMUSG00000034780,ENSMUSG00000033579,ENSMUSG00000025425,ENSMUSG00000028381,ENSMUSG00000003418,ENSMUSG00000032854,ENSMUSG00000040710,ENSMUSG00000022793,ENSMUSG00000055373,ENSMUSG00000025544,ENSMUSG00000056124"
"GO:BP","translation","GO:0006412","0.03878937094816699","1.4112872633479998","741","55","9","27205","ENSMUSG00000064349,ENSMUSG00000064361,ENSMUSG00000064365,ENSMUSG00000088148,ENSMUSG00000064336,ENSMUSG00000064372,ENSMUSG00000064340,ENSMUSG00000064344,ENSMUSG00000064338"
"GO:BP","peptide biosynthetic process","GO:0043043","0.0498766738863111","1.302102515918939","765","55","9","27205","ENSMUSG00000064349,ENSMUSG00000064361,ENSMUSG00000064365,ENSMUSG00000088148,ENSMUSG00000064336,ENSMUSG00000064372,ENSMUSG00000064340,ENSMUSG00000064344,ENSMUSG00000064338"
"GO:CC","nucleosome","GO:0000786","1.1910518733448712e-37","36.92406932347369","142","275","36","27262","ENSMUSG00000069266,ENSMUSG00000058773,ENSMUSG00000049539,ENSMUSG00000050799,ENSMUSG00000075031,ENSMUSG00000101355,ENSMUSG00000056895,ENSMUSG00000052565,ENSMUSG00000060678,ENSMUSG00000069274,ENSMUSG00000064288,ENSMUSG00000071516,ENSMUSG00000062727,ENSMUSG00000069300,ENSMUSG00000069302,ENSMUSG00000067455,ENSMUSG00000091405,ENSMUSG00000068855,ENSMUSG00000069307,ENSMUSG00000114279,ENSMUSG00000069309,ENSMUSG00000069270,ENSMUSG00000061615,ENSMUSG00000069305,ENSMUSG00000060093,ENSMUSG00000101972,ENSMUSG00000069310,ENSMUSG00000061482,ENSMUSG00000063021,ENSMUSG00000060981,ENSMUSG00000094338,ENSMUSG00000069308,ENSMUSG00000069265,ENSMUSG00000051627,ENSMUSG00000069267,ENSMUSG00000114456"
"GO:CC","protein-DNA complex","GO:0032993","1.9220222787070828e-28","27.716241582607392","247","275","36","27262","ENSMUSG00000069266,ENSMUSG00000058773,ENSMUSG00000049539,ENSMUSG00000050799,ENSMUSG00000075031,ENSMUSG00000101355,ENSMUSG00000056895,ENSMUSG00000052565,ENSMUSG00000060678,ENSMUSG00000069274,ENSMUSG00000064288,ENSMUSG00000071516,ENSMUSG00000062727,ENSMUSG00000069300,ENSMUSG00000069302,ENSMUSG00000067455,ENSMUSG00000091405,ENSMUSG00000068855,ENSMUSG00000069307,ENSMUSG00000114279,ENSMUSG00000069309,ENSMUSG00000069270,ENSMUSG00000061615,ENSMUSG00000069305,ENSMUSG00000060093,ENSMUSG00000101972,ENSMUSG00000069310,ENSMUSG00000061482,ENSMUSG00000063021,ENSMUSG00000060981,ENSMUSG00000094338,ENSMUSG00000069308,ENSMUSG00000069265,ENSMUSG00000051627,ENSMUSG00000069267,ENSMUSG00000114456"
"GO:CC","CENP-A containing chromatin","GO:0061638","1.2455916834100767e-26","25.9046243001358","30","202","17","27262","ENSMUSG00000069266,ENSMUSG00000060678,ENSMUSG00000069274,ENSMUSG00000064288,ENSMUSG00000071516,ENSMUSG00000069300,ENSMUSG00000067455,ENSMUSG00000091405,ENSMUSG00000069307,ENSMUSG00000069309,ENSMUSG00000069270,ENSMUSG00000061615,ENSMUSG00000069305,ENSMUSG00000060093,ENSMUSG00000061482,ENSMUSG00000060981,ENSMUSG00000094338"
"GO:CC","CENP-A containing nucleosome","GO:0043505","1.2455916834100767e-26","25.9046243001358","30","202","17","27262","ENSMUSG00000069266,ENSMUSG00000060678,ENSMUSG00000069274,ENSMUSG00000064288,ENSMUSG00000071516,ENSMUSG00000069300,ENSMUSG00000067455,ENSMUSG00000091405,ENSMUSG00000069307,ENSMUSG00000069309,ENSMUSG00000069270,ENSMUSG00000061615,ENSMUSG00000069305,ENSMUSG00000060093,ENSMUSG00000061482,ENSMUSG00000060981,ENSMUSG00000094338"
"GO:CC","chromosome, centromeric core domain","GO:0034506","2.7404048188204084e-26","25.562185277473894","31","202","17","27262","ENSMUSG00000069266,ENSMUSG00000060678,ENSMUSG00000069274,ENSMUSG00000064288,ENSMUSG00000071516,ENSMUSG00000069300,ENSMUSG00000067455,ENSMUSG00000091405,ENSMUSG00000069307,ENSMUSG00000069309,ENSMUSG00000069270,ENSMUSG00000061615,ENSMUSG00000069305,ENSMUSG00000060093,ENSMUSG00000061482,ENSMUSG00000060981,ENSMUSG00000094338"
